class,precision,recall,f1,model
20,96.07843137254902,96.07843137254902,96.07843137254902,imbalanced_resnet_L50.csv
21,97.95918367346938,97.95918367346938,97.95918367346938,imbalanced_resnet_L50.csv
22,96.36363636363636,96.36363636363636,96.36363636363636,imbalanced_resnet_L50.csv
23,94.87179487179486,94.87179487179486,94.87179487179486,imbalanced_resnet_L50.csv
24,95.95959595959596,95.95959595959596,95.95959595959596,imbalanced_resnet_L50.csv
25,96.62162162162164,96.62162162162164,96.62162162162164,imbalanced_resnet_L50.csv
26,94.11764705882352,94.11764705882352,94.11764705882352,imbalanced_resnet_L50.csv
27,100.0,100.0,100.0,imbalanced_resnet_L50.csv
28,98.1651376146789,98.1651376146789,98.1651376146789,imbalanced_resnet_L50.csv
29,100.0,100.0,100.0,imbalanced_resnet_L50.csv
30,100.0,100.0,100.0,imbalanced_resnet_L50.csv
31,100.0,100.0,100.0,imbalanced_resnet_L50.csv
32,99.76525821596243,99.76525821596243,99.76525821596243,imbalanced_resnet_L50.csv
33,100.0,100.0,100.0,imbalanced_resnet_L50.csv
34,94.89795918367348,94.89795918367348,94.89795918367348,imbalanced_resnet_L50.csv
35,100.0,100.0,100.0,imbalanced_resnet_L50.csv
36,100.0,100.0,100.0,imbalanced_resnet_L50.csv
37,97.95918367346938,97.95918367346938,97.95918367346938,imbalanced_resnet_L50.csv
38,96.56084656084656,96.56084656084656,96.56084656084656,imbalanced_resnet_L50.csv
39,100.0,100.0,100.0,imbalanced_resnet_L50.csv
40,98.93617021276596,98.93617021276596,98.93617021276596,imbalanced_resnet_L50.csv
41,97.36842105263158,97.36842105263158,97.36842105263158,imbalanced_resnet_L50.csv
42,99.01960784313728,99.01960784313728,99.01960784313728,imbalanced_resnet_L50.csv
0,97.82608695652172,97.82608695652172,97.82608695652172,balanced_tk_ResNet50_152.csv
1,98.52631578947368,98.52631578947368,98.52631578947368,balanced_tk_ResNet50_152.csv
2,99.75247524752476,99.75247524752476,99.75247524752476,balanced_tk_ResNet50_152.csv
3,97.66536964980544,97.66536964980544,97.66536964980544,balanced_tk_ResNet50_152.csv
4,99.26650366748166,99.26650366748166,99.26650366748166,balanced_tk_ResNet50_152.csv
5,99.75550122249388,99.75550122249388,99.75550122249388,balanced_tk_ResNet50_152.csv
6,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
7,97.47899159663864,97.47899159663864,97.47899159663864,balanced_tk_ResNet50_152.csv
8,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
9,99.1701244813278,99.1701244813278,99.1701244813278,balanced_tk_ResNet50_152.csv
10,94.77911646586344,94.77911646586344,94.77911646586344,balanced_tk_ResNet50_152.csv
11,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
12,99.54954954954955,99.54954954954955,99.54954954954955,balanced_tk_ResNet50_152.csv
13,93.5064935064935,93.5064935064935,93.5064935064935,balanced_tk_ResNet50_152.csv
14,96.82539682539682,96.82539682539682,96.82539682539682,balanced_tk_ResNet50_152.csv
15,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
16,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
17,98.24561403508773,98.24561403508773,98.24561403508773,balanced_tk_ResNet50_152.csv
18,98.87218045112782,98.87218045112782,98.87218045112782,balanced_tk_ResNet50_152.csv
19,99.07407407407408,99.07407407407408,99.07407407407408,balanced_tk_ResNet50_152.csv
20,96.07843137254902,96.07843137254902,96.07843137254902,balanced_tk_ResNet50_152.csv
21,94.89795918367348,94.89795918367348,94.89795918367348,balanced_tk_ResNet50_152.csv
22,98.1818181818182,98.1818181818182,98.1818181818182,balanced_tk_ResNet50_152.csv
23,97.43589743589745,97.43589743589745,97.43589743589745,balanced_tk_ResNet50_152.csv
24,94.94949494949496,94.94949494949496,94.94949494949496,balanced_tk_ResNet50_152.csv
25,97.2972972972973,97.2972972972973,97.2972972972973,balanced_tk_ResNet50_152.csv
26,97.05882352941175,97.05882352941175,97.05882352941175,balanced_tk_ResNet50_152.csv
27,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
28,99.08256880733946,99.08256880733946,99.08256880733946,balanced_tk_ResNet50_152.csv
29,99.6031746031746,99.6031746031746,99.6031746031746,balanced_tk_ResNet50_152.csv
30,98.8095238095238,98.8095238095238,98.8095238095238,balanced_tk_ResNet50_152.csv
31,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
32,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
33,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
34,97.95918367346938,97.95918367346938,97.95918367346938,balanced_tk_ResNet50_152.csv
35,95.0,95.0,95.0,balanced_tk_ResNet50_152.csv
36,100.0,100.0,100.0,balanced_tk_ResNet50_152.csv
37,95.91836734693877,95.91836734693877,95.91836734693877,balanced_tk_ResNet50_152.csv
38,92.32804232804232,92.32804232804232,92.32804232804232,balanced_tk_ResNet50_152.csv
39,97.59036144578312,97.59036144578312,97.59036144578312,balanced_tk_ResNet50_152.csv
40,95.3900709219858,95.3900709219858,95.3900709219858,balanced_tk_ResNet50_152.csv
41,87.96992481203007,87.96992481203007,87.96992481203007,balanced_tk_ResNet50_152.csv
42,98.0392156862745,98.0392156862745,98.0392156862745,balanced_tk_ResNet50_152.csv
0,93.47826086956522,93.47826086956522,93.47826086956522,balanced_tk_cnn.csv
1,97.68421052631578,97.68421052631578,97.68421052631578,balanced_tk_cnn.csv
2,99.5049504950495,99.5049504950495,99.5049504950495,balanced_tk_cnn.csv
3,99.22178988326849,99.22178988326849,99.22178988326849,balanced_tk_cnn.csv
4,98.53300733496332,98.53300733496332,98.53300733496332,balanced_tk_cnn.csv
5,99.26650366748166,99.26650366748166,99.26650366748166,balanced_tk_cnn.csv
6,100.0,100.0,100.0,balanced_tk_cnn.csv
7,98.31932773109244,98.31932773109244,98.31932773109244,balanced_tk_cnn.csv
8,100.0,100.0,100.0,balanced_tk_cnn.csv
9,100.0,100.0,100.0,balanced_tk_cnn.csv
10,99.19678714859438,99.19678714859438,99.19678714859438,balanced_tk_cnn.csv
11,100.0,100.0,100.0,balanced_tk_cnn.csv
12,100.0,100.0,100.0,balanced_tk_cnn.csv
13,94.8051948051948,94.8051948051948,94.8051948051948,balanced_tk_cnn.csv
14,98.4126984126984,98.4126984126984,98.4126984126984,balanced_tk_cnn.csv
15,100.0,100.0,100.0,balanced_tk_cnn.csv
16,95.6989247311828,95.6989247311828,95.6989247311828,balanced_tk_cnn.csv
17,98.24561403508773,98.24561403508773,98.24561403508773,balanced_tk_cnn.csv
18,98.87218045112782,98.87218045112782,98.87218045112782,balanced_tk_cnn.csv
19,92.5925925925926,92.5925925925926,92.5925925925926,balanced_tk_cnn.csv
20,96.07843137254902,96.07843137254902,96.07843137254902,balanced_tk_cnn.csv
21,97.95918367346938,97.95918367346938,97.95918367346938,balanced_tk_cnn.csv
22,96.36363636363636,96.36363636363636,96.36363636363636,balanced_tk_cnn.csv
23,94.87179487179486,94.87179487179486,94.87179487179486,balanced_tk_cnn.csv
24,95.95959595959596,95.95959595959596,95.95959595959596,balanced_tk_cnn.csv
25,96.62162162162164,96.62162162162164,96.62162162162164,balanced_tk_cnn.csv
26,94.11764705882352,94.11764705882352,94.11764705882352,balanced_tk_cnn.csv
27,100.0,100.0,100.0,balanced_tk_cnn.csv
28,98.1651376146789,98.1651376146789,98.1651376146789,balanced_tk_cnn.csv
29,100.0,100.0,100.0,balanced_tk_cnn.csv
30,100.0,100.0,100.0,balanced_tk_cnn.csv
31,100.0,100.0,100.0,balanced_tk_cnn.csv
32,99.76525821596243,99.76525821596243,99.76525821596243,balanced_tk_cnn.csv
33,100.0,100.0,100.0,balanced_tk_cnn.csv
34,94.89795918367348,94.89795918367348,94.89795918367348,balanced_tk_cnn.csv
35,100.0,100.0,100.0,balanced_tk_cnn.csv
36,100.0,100.0,100.0,balanced_tk_cnn.csv
37,97.95918367346938,97.95918367346938,97.95918367346938,balanced_tk_cnn.csv
38,96.56084656084656,96.56084656084656,96.56084656084656,balanced_tk_cnn.csv
39,100.0,100.0,100.0,balanced_tk_cnn.csv
40,98.93617021276596,98.93617021276596,98.93617021276596,balanced_tk_cnn.csv
41,97.36842105263158,97.36842105263158,97.36842105263158,balanced_tk_cnn.csv
42,99.01960784313728,99.01960784313728,99.01960784313728,balanced_tk_cnn.csv
0,95.65217391304348,95.65217391304348,95.65217391304348,balanced_tk_ResNet50_50.csv
1,97.68421052631578,97.68421052631578,97.68421052631578,balanced_tk_ResNet50_50.csv
2,97.77227722772275,97.77227722772275,97.77227722772275,balanced_tk_ResNet50_50.csv
3,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
4,99.75550122249388,99.75550122249388,99.75550122249388,balanced_tk_ResNet50_50.csv
5,98.77750611246944,98.77750611246944,98.77750611246944,balanced_tk_ResNet50_50.csv
6,99.40828402366864,99.40828402366864,99.40828402366864,balanced_tk_ResNet50_50.csv
7,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
8,98.86363636363636,98.86363636363636,98.86363636363636,balanced_tk_ResNet50_50.csv
9,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
10,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
11,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
12,94.5945945945946,94.5945945945946,94.5945945945946,balanced_tk_ResNet50_50.csv
13,90.9090909090909,90.9090909090909,90.9090909090909,balanced_tk_ResNet50_50.csv
14,95.23809523809524,95.23809523809524,95.23809523809524,balanced_tk_ResNet50_50.csv
15,96.7032967032967,96.7032967032967,96.7032967032967,balanced_tk_ResNet50_50.csv
16,93.5483870967742,93.5483870967742,93.5483870967742,balanced_tk_ResNet50_50.csv
17,89.47368421052632,89.47368421052632,89.47368421052632,balanced_tk_ResNet50_50.csv
18,92.10526315789474,92.10526315789474,92.10526315789474,balanced_tk_ResNet50_50.csv
19,86.11111111111111,86.11111111111111,86.11111111111111,balanced_tk_ResNet50_50.csv
20,96.07843137254902,96.07843137254902,96.07843137254902,balanced_tk_ResNet50_50.csv
21,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
22,98.1818181818182,98.1818181818182,98.1818181818182,balanced_tk_ResNet50_50.csv
23,97.8021978021978,97.8021978021978,97.8021978021978,balanced_tk_ResNet50_50.csv
24,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
25,97.2972972972973,97.2972972972973,97.2972972972973,balanced_tk_ResNet50_50.csv
26,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
27,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
28,99.08256880733946,99.08256880733946,99.08256880733946,balanced_tk_ResNet50_50.csv
29,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
30,98.8095238095238,98.8095238095238,98.8095238095238,balanced_tk_ResNet50_50.csv
31,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
32,99.76525821596243,99.76525821596243,99.76525821596243,balanced_tk_ResNet50_50.csv
33,100.0,100.0,100.0,balanced_tk_ResNet50_50.csv
34,98.46938775510203,98.46938775510203,98.46938775510203,balanced_tk_ResNet50_50.csv
35,95.0,95.0,95.0,balanced_tk_ResNet50_50.csv
36,97.67441860465117,97.67441860465117,97.67441860465117,balanced_tk_ResNet50_50.csv
37,97.95918367346938,97.95918367346938,97.95918367346938,balanced_tk_ResNet50_50.csv
38,97.35449735449735,97.35449735449735,97.35449735449735,balanced_tk_ResNet50_50.csv
39,95.18072289156626,95.18072289156626,95.18072289156626,balanced_tk_ResNet50_50.csv
40,97.87234042553192,97.87234042553192,97.87234042553192,balanced_tk_ResNet50_50.csv
41,98.1203007518797,98.1203007518797,98.1203007518797,balanced_tk_ResNet50_50.csv
42,99.34640522875816,99.34640522875816,99.34640522875816,balanced_tk_ResNet50_50.csv
