0,0.972222222,0.972222222,0.972222222,36
1,0.993333333,0.984581498,0.988938053,454
2,0.997727273,1,0.998862344,439
3,0.981412639,0.996226415,0.988764045,265
4,1,1,1,421
5,1,0.997685185,0.998841251,432
6,0.993865031,1,0.996923077,162
7,0.991452991,0.991452991,0.991452991,117
8,1,1,1,81
9,1,1,1,227
10,0.987903226,0.995934959,0.991902834,246
11,0.976744186,1,0.988235294,42
12,0.986842105,0.991189427,0.989010989,454
13,0.964912281,0.964912281,0.964912281,57
14,1,0.955882353,0.977443609,68
15,1,1,1,82
16,0.989247312,0.978723404,0.983957219,94
17,1,1,1,53
18,1,1,1,305
19,0.985815603,0.985815603,0.985815603,141
20,1,0.936170213,0.967032967,47
21,1,0.99,0.994974874,100
22,0.980392157,0.980392157,0.980392157,51
23,0.993079585,0.989655172,0.991364421,290
24,0.974358974,0.962025316,0.968152866,79
25,0.986754967,0.993333333,0.990033223,150
26,1,1,1,40
27,1,1,1,137
28,1,1,1,83
29,1,1,1,222
30,1,1,1,62
31,1,0.978723404,0.989247312,47
32,1,1,1,399
33,1,1,1,68
34,0.992443325,0.997468354,0.994949495,395
35,0.975308642,1,0.9875,79
36,1,1,1,49
37,1,1,1,44
38,0.994579946,0.98655914,0.990553306,372
39,1,1,1,88
40,0.987654321,0.99378882,0.990712074,322
41,0.985294118,0.992592593,0.988929889,270
42,1,0.996428571,0.998211091,280
