0,1,1,1,36
1,0.993333333,0.984581498,0.988938053,454
2,0.99321267,1,0.996594779,439
3,0.988764045,0.996226415,0.992481203,265
4,1,1,1,421
5,1,1,1,432
6,1,1,1,162
7,0.991525424,1,0.995744681,117
8,1,1,1,81
9,1,1,1,227
10,0.991902834,0.995934959,0.993914807,246
11,0.954545455,1,0.976744186,42
12,0.991169978,0.988986784,0.990077178,454
13,0.965517241,0.98245614,0.973913043,57
14,1,1,1,68
15,1,1,1,82
16,0.989361702,0.989361702,0.989361702,94
17,1,1,1,53
18,1,0.996721311,0.998357964,305
19,1,0.985815603,0.992857143,141
20,1,0.978723404,0.989247312,47
21,1,1,1,100
22,1,1,1,51
23,0.989619377,0.986206897,0.98791019,290
24,0.987341772,0.987341772,0.987341772,79
25,1,0.986666667,0.993288591,150
26,1,1,1,40
27,1,1,1,137
28,1,1,1,83
29,1,1,1,222
30,1,1,1,62
31,1,1,1,47
32,1,1,1,399
33,1,1,1,68
34,0.992443325,0.997468354,0.994949495,395
35,1,1,1,79
36,1,1,1,49
37,1,1,1,44
38,0.983739837,0.975806452,0.979757085,372
39,1,1,1,88
40,0.99376947,0.99068323,0.99222395,322
41,0.974452555,0.988888889,0.981617647,270
42,0.996428571,0.996428571,0.996428571,280
