0,0.993617021,1,0.996798292,467
1,0.970515971,0.947242206,0.958737864,417
2,1,0.995670996,0.997830803,462
3,0.927659574,1,0.962472406,436
4,1,0.991285403,0.995623632,459
5,0.952688172,1,0.975770925,443
6,0.997894737,0.997894737,0.997894737,475
7,0.986193294,1,0.993048659,500
8,0.993617021,1,0.996798292,467
9,0.997797357,1,0.998897464,453
10,0.839319471,1,0.912641316,444
11,1,0.993150685,0.996563574,438
12,0.94629156,0.943877551,0.945083014,392
13,0.997542998,0.955294118,0.975961538,425
14,0.974895397,1,0.987288136,466
15,1,1,1,449
16,0.953907816,0.983471074,0.968463886,484
17,0.91002045,1,0.952890792,445
18,0.995614035,0.976344086,0.985884908,465
19,0.992682927,0.865957447,0.925,470
20,0.99744898,0.900921659,0.946731235,434
21,0.997635934,0.979118329,0.988290398,431
22,0.997641509,0.995294118,0.996466431,425
23,0.995423341,0.97972973,0.987514188,444
24,1,0.880412371,0.936403509,485
25,1,0.986607143,0.993258427,448
26,1,1,1,442
27,1,0.997752809,0.998875141,445
28,0.997876858,1,0.998937301,470
29,0.995850622,1,0.997920998,480
30,1,0.963718821,0.981524249,441
31,0.989154013,1,0.994547437,456
32,0.997811816,0.995633188,0.996721311,458
33,1,1,1,471
34,0.971302428,0.986547085,0.978865406,446
35,0.997624703,1,0.998810939,420
36,1,1,1,427
37,0.997727273,1,0.998862344,439
38,0.974885845,0.953125,0.963882619,448
39,1,0.990384615,0.995169082,416
40,0.929006085,0.997821351,0.962184874,459
41,0.990675991,0.950782998,0.970319635,447
42,0.995680346,1,0.997835498,461
