0,0.970588235,0.916666667,0.942857143,36
1,0.993166287,0.960352423,0.976483763,454
2,0.997727273,1,0.998862344,439
3,0.984962406,0.988679245,0.986817326,265
4,0.997619048,0.995249406,0.996432818,421
5,0.997685185,0.997685185,0.997685185,432
6,1,1,1,162
7,0.982758621,0.974358974,0.978540773,117
8,1,0.987654321,0.99378882,81
9,1,1,1,227
10,0.991769547,0.979674797,0.985685072,246
11,0.976744186,1,0.988235294,42
12,0.955319149,0.988986784,0.971861472,454
13,0.901639344,0.964912281,0.93220339,57
14,1,0.941176471,0.96969697,68
15,1,1,1,82
16,0.968421053,0.978723404,0.973544974,94
17,1,0.962264151,0.980769231,53
18,1,1,1,305
19,0.985507246,0.964539007,0.974910394,141
20,1,0.957446809,0.97826087,47
21,1,1,1,100
22,1,0.941176471,0.96969697,51
23,0.996441281,0.965517241,0.980735552,290
24,0.917647059,0.987341772,0.951219512,79
25,0.986666667,0.986666667,0.986666667,150
26,1,1,1,40
27,1,1,1,137
28,0.988095238,1,0.994011976,83
29,0.99103139,0.995495495,0.993258427,222
30,1,1,1,62
31,1,1,1,47
32,0.9975,1,0.998748436,399
33,0.985507246,1,0.99270073,68
34,0.974937343,0.984810127,0.979848866,395
35,0.9875,1,0.993710692,79
36,1,1,1,49
37,1,1,1,44
38,0.965789474,0.98655914,0.97606383,372
39,1,1,1,88
40,0.984567901,0.99068323,0.987616099,322
41,0.996254682,0.985185185,0.990689013,270
42,0.996428571,0.996428571,0.996428571,280
