0,0.995735608,1,0.997863248,467
1,0.958041958,0.985611511,0.971631206,417
2,0.989224138,0.993506494,0.991360691,462
3,0.990909091,1,0.99543379,436
4,1,0.993464052,0.996721311,459
5,0.988789238,0.995485327,0.992125984,443
6,1,1,1,475
7,0.994035785,1,0.997008973,500
8,1,0.997858672,0.998928189,467
9,0.997797357,1,0.998897464,453
10,0.993227991,0.990990991,0.99210823,444
11,1,1,1,438
12,0.997214485,0.913265306,0.953395473,392
13,1,0.971764706,0.985680191,425
14,0.987288136,1,0.993603412,466
15,1,1,1,449
16,0.993814433,0.995867769,0.994840041,484
17,1,1,1,445
18,0.997844828,0.995698925,0.996770721,465
19,0.985294118,0.99787234,0.99154334,470
20,1,0.997695853,0.998846597,434
21,0.977324263,1,0.98853211,431
22,0.997652582,1,0.998824912,425
23,0.920833333,0.995495495,0.956709957,444
24,1,0.995876289,0.997933884,485
25,1,0.977678571,0.988713318,448
26,0.997742664,1,0.998870056,442
27,1,0.997752809,0.998875141,445
28,1,0.99787234,0.998935037,470
29,1,1,1,480
30,0.997737557,1,0.998867497,441
31,1,1,1,456
32,0.995652174,1,0.997821351,458
33,1,0.997876858,0.998937301,471
34,0.988814318,0.99103139,0.989921613,446
35,1,1,1,420
36,1,0.99765808,0.998827667,427
37,1,0.990888383,0.995423341,439
38,0.985576923,0.915178571,0.949074074,448
39,1,1,1,416
40,0.986899563,0.984749455,0.985823337,459
41,0.980088496,0.991051454,0.985539488,447
42,0.982942431,1,0.991397849,461
