,imbalance_cnn_acc1,imbalanced_ResNet50_152_acc2,imbalanced_ResNet_L50_acc3,balanced_SMOTE_CNN_acc4,balanced_SMOTE_ResNet_152_acc5,balanced_SMOTE_ResNet_50_acc6,balanced_WT_cnn_acc7,balanced_wt_ResNet_152_acc8,balanced_wt_ResNet_50_acc9,balanced_tk_cnn_acc10,balanced_tk_ResNet50_152_acc11,balanced_tk_ResNet50_50_acc12
26,100.0,100.0,85.0,100.0,99.77375565610859,100.0,100.0,100.0,100.0,100.0,88.23529411764706,100.0
27,99.27007299270073,99.27007299270073,98.54014598540147,100.0,100.0,100.0,100.0,99.27007299270073,100.0,100.0,100.0,99.34640522875817
28,100.0,83.13253012048193,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.1651376146789,97.24770642201835,98.1651376146789
29,96.3963963963964,98.64864864864865,100.0,100.0,100.0,99.16666666666667,98.64864864864865,99.54954954954955,99.09909909909909,100.0,98.80952380952381,100.0
30,100.0,93.54838709677419,100.0,100.0,100.0,99.77324263038548,100.0,98.38709677419355,100.0,100.0,97.61904761904762,98.80952380952381
31,97.87234042553192,82.97872340425532,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,78.57142857142857,100.0
32,99.74937343358395,91.72932330827066,99.24812030075188,99.56331877729258,100.0,99.56331877729258,97.99498746867168,100.0,100.0,100.0,98.82629107981221,97.1830985915493
33,100.0,77.94117647058823,100.0,100.0,100.0,99.78768577494692,100.0,100.0,100.0,100.0,100.0,100.0
34,97.72151898734177,97.46835443037975,97.21518987341771,97.98206278026906,97.98206278026906,98.4304932735426,95.9493670886076,97.46835443037975,98.22784810126582,100.0,68.36734693877551,99.48979591836735
35,94.9367088607595,73.41772151898735,100.0,100.0,100.0,100.0,98.73417721518987,100.0,100.0,98.33333333333333,100.0,80.0
36,100.0,77.55102040816327,97.95918367346938,100.0,100.0,99.76580796252928,89.79591836734694,100.0,100.0,100.0,100.0,100.0
37,100.0,65.9090909090909,100.0,100.0,100.0,99.77220956719817,100.0,100.0,100.0,100.0,93.87755102040816,97.95918367346938
38,96.50537634408603,93.01075268817203,88.44086021505376,97.54464285714286,97.76785714285714,94.41964285714286,92.47311827956989,97.58064516129032,98.11827956989248,98.4126984126984,92.85714285714286,75.92592592592592
39,98.86363636363636,98.86363636363636,70.45454545454545,100.0,100.0,100.0,100.0,100.0,100.0,98.79518072289156,98.79518072289156,97.59036144578313
40,94.72049689440993,83.22981366459628,96.27329192546584,96.51416122004358,98.0392156862745,97.82135076252723,88.81987577639751,97.51552795031056,98.4472049689441,97.51773049645391,95.39007092198581,88.65248226950354
41,94.81481481481482,91.11111111111111,95.92592592592592,99.55257270693512,98.43400447427292,98.88143176733782,92.5925925925926,96.66666666666667,99.62962962962963,98.87218045112782,98.1203007518797,99.24812030075188
42,98.92857142857143,97.14285714285714,93.92857142857143,99.56616052060737,98.91540130151843,99.34924078091106,97.5,98.92857142857143,98.92857142857143,99.01960784313727,96.40522875816994,99.34640522875817
